#id	symbol	day0	day4	day5	day6
ENSMUSG00000024171	Prss28	0	0	0	0
ENSMUSG00000024172	St6gal2	0.0037	0.7604	1.4744	2.5598
ENSMUSG00000024173	Tpsab1	0	0	0	0
ENSMUSG00000024174	Pot1b	1.4085	2.1912	1.9467	1.1448
ENSMUSG00000024175	Tekt4	0	0	0	0.0497
ENSMUSG00000024176	Sox8	0.1639	0.3192	0.4893	0.277
ENSMUSG00000024177	Nme4	14.9189	13.5385	4.6959	2.4633
ENSMUSG00000024180	Tmem8	2.1436	0.3912	0.1917	0.2205
ENSMUSG00000024181	Mrpl28	25.0715	26.0289	17.5883	16.2497
ENSMUSG00000024182	Axin1	0	9.3425	4.5821	5.1212
ENSMUSG00000024184	Pdia2	0	0	0	0
ENSMUSG00000024186	Rgs11	1.0448	0.3243	0.166	1.9151
ENSMUSG00000024187	Itfg3	1.2339	3.1014	0.8754	0.8966
ENSMUSG00000024188	Luc7l	34.5884	30.3193	28.7079	34.0829
ENSMUSG00000024190	Dusp1	20.1826	3.5483	6.7809	9.424
ENSMUSG00000024191	Bnip1	5.9088	9.303	5.8311	8.5132
ENSMUSG00000024193	Phf1	0.2041	1.0925	1.021	1.1653
ENSMUSG00000024194	Cuta	3.4944	19.0455	3.7649	2.7544
ENSMUSG00000024197	Plin3	30.6152	6.0845	10.1343	4.7555
ENSMUSG00000024201	Kdm4b	5.2895	6.4062	13.8422	17.3842
ENSMUSG00000024205	Rpl36-ps2	0.1337	0	0.216	0.1714
ENSMUSG00000024206	Rfx2	1.8859	0.8683	0.3195	0.056
ENSMUSG00000024207	Acsbg2	0.0961	0	0	0
ENSMUSG00000024208	2900010M23Rik	32.0769	40.2228	29.3423	28.6442
ENSMUSG00000024209	1700061G19Rik	4.5591	0	0	0
ENSMUSG00000024210	Ip6k3	0.0087	0	0.0755	0.0227
ENSMUSG00000024211	Grm8	0.0544	0.0762	0.0409	0.9056
ENSMUSG00000024212	Mllt1	1.0532	8.9991	4.1102	4.1735
ENSMUSG00000024213	Nudt3	9.8218	24.4003	48.0228	57.0586
ENSMUSG00000024215	Spdef	0.0126	0.0866	0.0454	0.0884
ENSMUSG00000024217	Snrpc	16.0845	43.5422	16.8045	11.0063
ENSMUSG00000024218	Taf11	5.2785	8.5423	4.267	2.5458
ENSMUSG00000024219	Anks1	2.5388	3.585	8.4311	8.7278
ENSMUSG00000024220	Zfp523	2.29	5.1007	6.6988	5.256
ENSMUSG00000024222	Fkbp5	16.7098	8.0078	4.0057	5.1132
ENSMUSG00000024223	4930511I11Rik	0.0215	0	0	0
ENSMUSG00000024224	Gm749	0	0	0	0
ENSMUSG00000024225	Clps	0	0	0	0.074
ENSMUSG00000024227	2610034M16Rik	0.0037	2.6219	0.0072	0
ENSMUSG00000024228	Nudt12	1.8304	1.472	0.6939	0.774
ENSMUSG00000024231	Cul2	26.6672	11.9557	11.2591	11.4327
ENSMUSG00000024232	Bambi	1.6127	0.5454	0.4046	0.3797
ENSMUSG00000024233	Lyzl1	0	0	0	0
ENSMUSG00000024234	Mtpap	6.2071	7.733	6.2983	7.7745
ENSMUSG00000024235	Map3k8	0.5932	0.1977	0.3866	0.0834
ENSMUSG00000024236	Svil	2.6485	2.5698	1.5606	0.9635
ENSMUSG00000024238	Zeb1	1.7299	7.0312	19.7384	13.4059
ENSMUSG00000024240	Epc1	4.7738	10.9192	11.2362	11.3327
ENSMUSG00000024241	Sos1	3.5229	4.6671	6.0112	7.3817
ENSMUSG00000024242	Map4k3	8.1108	6.1926	9.5841	11.2248
ENSMUSG00000024245	Tmem178	0.099	1.4052	6.7555	5.0611
ENSMUSG00000024246	Thumpd2	2.0753	1.5846	0.8216	0.6478
ENSMUSG00000024247	Pkdcc	0.4439	9.8608	5.5465	7.4584
ENSMUSG00000024248	Cox7a2l	65.4411	60.164	69.6953	89.7437
ENSMUSG00000024251	Thada	16.3425	7.9838	8.3944	6.9666
ENSMUSG00000024253	Dync2li1	3.3374	4.0239	3.0444	1.9182
ENSMUSG00000024254	Abcg8	0	0.0106	0.0161	0.0121
ENSMUSG00000024256	Adcyap1	0.0569	0	5.34	4.1951
ENSMUSG00000024258	Polr2d	14.7665	26.377	20.5318	16.1538
ENSMUSG00000024259	Slc25a46	10.1138	11.1284	13.0526	13.9755
ENSMUSG00000024260	Sap130	1.8464	5.2109	1.772	1.2683
ENSMUSG00000024261	Syt4	0.1915	0.815	10.0661	37.6587
ENSMUSG00000024266	Adad2	0.3886	0	0.0226	0
ENSMUSG00000024268	Celf4	1.5478	0.4639	2.5504	9.1529
ENSMUSG00000024269	5730494M16Rik	1.9363	5.5165	5.9206	10.2042
ENSMUSG00000024270	Slc39a6	4.1244	13.5711	18.5423	23.7419
ENSMUSG00000024271	Elp2	29.545	28.3591	24.1081	25.6685
ENSMUSG00000024273	2700062C07Rik	3.52	7.6684	6.0521	4.6097
ENSMUSG00000024274	Zscan30	0.3436	0.6244	0.8887	0.7615
ENSMUSG00000024276	Zfp397	4.9584	9.7324	15.4556	15.3674
ENSMUSG00000024277	Mapre2	2.5395	8.4412	23.247	34.9184
ENSMUSG00000024283	Wac	22.9754	34.598	33.2455	21.916
ENSMUSG00000024286	Ccny	9.4122	13.7211	14.8197	18.1276
ENSMUSG00000024287	Thoc1	9.7406	12.061	9.7359	7.167
ENSMUSG00000024290	Rock1	14.1804	7.8518	11.5061	9.6077
ENSMUSG00000024292	Cyp4f14	0.02	0.0194	0	0
ENSMUSG00000024293	Esco1	13.386	6.1852	11.9167	12.4141
ENSMUSG00000024294	Mib1	19.8069	26.3453	49.3066	35.0307
ENSMUSG00000024295	Cyp4f41-ps	0.1015	0.3563	0	0.1449
ENSMUSG00000024298	Zfp871	12.4833	11.2865	12.6712	10.405
ENSMUSG00000024299	Adamts10	0.484	2.1119	2.3467	8.593
ENSMUSG00000024300	Myo1f	0.0463	0.0102	0	0
ENSMUSG00000024301	Kifc5b	4.0951	6.2558	1.1216	0.4338
ENSMUSG00000024302	Dtna	0.5254	3.463	1.7473	6.7932
ENSMUSG00000024304	Cdh2	1.1249	27.0953	33.2343	23.551
ENSMUSG00000024306	4921528I01Rik	0	0	0	0
ENSMUSG00000024308	Tapbp	11.4428	8.2878	2.0715	2.4489
ENSMUSG00000024309	H2-Ke2	21.1354	31.8672	19.2323	19.4247
ENSMUSG00000024312	Wdr46	11.7256	11.2947	2.9319	1.6218
ENSMUSG00000024313	Mep1b	9.6506	0	0	0
ENSMUSG00000024317	Rnf138	17.6117	10.1534	11.8362	16.1254
ENSMUSG00000024319	Vps52	5.5861	9.8244	8.6354	5.4973
ENSMUSG00000024325	Ring1	1.4363	12.4985	4.0194	2.3086
ENSMUSG00000024327	Slc39a7	15.1064	31.0116	20.9298	20.6521
ENSMUSG00000024330	Col11a2	0.0648	0.3927	0.662	0.4482
ENSMUSG00000024331	Dsc2	0.8747	2.2686	0.4035	0.1016
ENSMUSG00000024334	H2-Oa	0.1478	0.2104	0	0
ENSMUSG00000024335	Brd2	41.9619	40.1996	27.8282	28.5532
ENSMUSG00000024337	Psmb9	0.0303	0.5032	0	0
ENSMUSG00000024338	Psmb8	0.1853	0.9983	0.0259	0
ENSMUSG00000024339	Tap2	0.5525	0.9157	0.4163	0.1704
ENSMUSG00000024340	Btnl2	0	0	0	0
ENSMUSG00000024346	Pfdn1	23.4051	26.0536	17.008	17.6711
ENSMUSG00000024347	Psd2	0.1437	0.116	1.0644	6.2427
ENSMUSG00000024349	Tmem173	0.2223	0.114	0.0703	0
ENSMUSG00000024350	Dnajc18	3.0293	4.2513	10.1094	11.4747
ENSMUSG00000024352	Spata24	1.833	2.1653	2.7876	2.3231
ENSMUSG00000024353	2010001M09Rik	0.156	0.1538	0.0501	0.0739
ENSMUSG00000024354	Slc23a1	0.2481	0	0	0
ENSMUSG00000024357	Sil1	4.9028	3.1801	2.3379	2.813
ENSMUSG00000024359	Hspa9	139.156	79.8883	42.3279	34.1339
ENSMUSG00000024360	Etf1	121.828	52.0484	36.7498	23.8578
ENSMUSG00000024365	Cyp21a1	0	0.0205	0	0
ENSMUSG00000024366	Gfra3	0.0125	0.5238	1.4138	0.266
ENSMUSG00000024369	Rdbp	11.6082	12.7977	6.5526	4.2925
ENSMUSG00000024370	Cdc23	23.857	23.6393	20.7783	17.6838
ENSMUSG00000024371	C2	0.4342	0.3211	0.0709	0.0813
ENSMUSG00000024376	Epb4.1l4a	4.7685	5.2651	5.5305	5.6117
ENSMUSG00000024378	Stard4	5.4453	6.895	12.7022	9.1579
ENSMUSG00000024379	Tslp	0	0	0	0.0279
ENSMUSG00000024380	Gypc	0	0	0	0
ENSMUSG00000024381	Bin1	2.0036	8.0917	6.7002	13.6274
ENSMUSG00000024382	Ercc3	5.7551	6.0202	5.0782	2.0523
ENSMUSG00000024383	Map3k2	3.553	2.8121	5.2558	7.6038
ENSMUSG00000024384	Iws1	11.5139	9.766	13.0592	11.9169
ENSMUSG00000024386	Proc	0.1616	0.0236	0.0224	0.0334
ENSMUSG00000024387	Csnk2b	20.0163	50.8694	39.3572	33.6839
ENSMUSG00000024388	Myo7b	0	0.0691	0.1009	0.0112
ENSMUSG00000024391	Apom	0.204	0.5707	0.2065	0.0838
ENSMUSG00000024392	Bag6	15.9511	41.686	32.0528	35.6376
ENSMUSG00000024393	Prrc2a	4.3228	34.4833	7.9345	9.2698
ENSMUSG00000024395	Lims2	0.0578	0.0547	0.0527	0.0956
ENSMUSG00000024397	Aif1	0	0.1106	0	0.1719
ENSMUSG00000024399	Ltb	0.0675	0.6016	0	0
ENSMUSG00000024400	Wdr33	14.2082	14.0435	16.0963	14.5387
ENSMUSG00000024401	Tnf	0	0.0505	0	0
ENSMUSG00000024402	Lta	0	0	0	0.0202
ENSMUSG00000024403	Atp6v1g2	0.0503	0.5171	1.2297	2.6117
ENSMUSG00000024404	Riok3	14.3861	10.0609	26.6373	32.9988
ENSMUSG00000024406	Pou5f1	168.379	0.2958	0	0.0198
ENSMUSG00000024409	Psors1c2	0.824	0.2747	0.0485	0
ENSMUSG00000024410	3110002H16Rik	5.1378	3.9789	5.0565	6.2371
ENSMUSG00000024411	Aqp4	0	0	0	0.0059
ENSMUSG00000024413	Npc1	6.7038	5.0196	6.8949	5.3142
ENSMUSG00000024414	Mrpl27	6.1514	14.7958	6.9404	4.9129
ENSMUSG00000024420	Zfp521	0.0638	4.8816	4.0028	5.7297
ENSMUSG00000024421	Lama3	8.1835	0.0288	0.0108	0.033
ENSMUSG00000024422	Dhx16	42.7709	10.9251	7.9575	4.8778
ENSMUSG00000024423	Impact	16.8712	24.6824	12.3808	8.9668
ENSMUSG00000024424	Ttc39c	4.2277	3.2418	2.7903	3.6952
ENSMUSG00000024425	Ndfip1	18.6688	24.723	39.6535	69.7221
ENSMUSG00000024426	Atat1	1.5013	7.2899	13.5937	15.4561
ENSMUSG00000024427	Spry4	17.4732	0.0589	0.3604	0.4119
ENSMUSG00000024429	Gnl1	12.1192	8.8555	3.8446	5.7163
ENSMUSG00000024430	Cabyr	0.0115	0.0802	0.2118	0.0795
ENSMUSG00000024431	Nr3c1	2.9213	1.2492	0.2369	0.2146
ENSMUSG00000024436	Mrps18b	14.9051	13.673	5.5969	3.3438
ENSMUSG00000024437	Gm8615	0	0	0	0.1171
ENSMUSG00000024440	Pcdh12	0.0096	0.0061	0.0983	0.0648
ENSMUSG00000024442	0610009O20Rik	3.4158	9.8578	5.0153	4.2555
ENSMUSG00000024446	Rpp21	4.6533	10.3053	4.6247	5.6972
ENSMUSG00000024448	H2-M10.1	0	0	0	0
ENSMUSG00000024451	Arap3	0.3572	0.5435	0.0731	0.1257
ENSMUSG00000024454	Hdac3	7.5356	17.4693	13.4743	13.8241
ENSMUSG00000024456	Diap1	9.4407	5.9245	3.8969	2.4758
ENSMUSG00000024457	Trim26	8.1433	6.2258	5.3033	5.1645
ENSMUSG00000024459	H2-M5	5.8376	0.094	0.1054	0.1171
ENSMUSG00000024462	Gabbr1	9.8356	7.0824	18.8576	64.5725
ENSMUSG00000024471	Myot	0	0	0	0
ENSMUSG00000024472	Dcp2	21.1906	14.5556	10.7743	8.2687
ENSMUSG00000024474	Ik	13.9363	16.1274	15.1151	10.9693
ENSMUSG00000024477	Pggt1b	5.8258	6.2563	8.5549	6.2012
ENSMUSG00000024479	Mal2	0.6367	0.0185	0	0.0944
ENSMUSG00000024480	Ap3s1	5.0291	8.4337	18.0281	19.7439
ENSMUSG00000024481	4833403I15Rik	0.0924	0	0	0.019
ENSMUSG00000024483	Ankhd1	20.1804	19.7556	18.2847	11.2715
ENSMUSG00000024485	Slc4a9	0.1598	0	0.0464	0.0099
ENSMUSG00000024486	Hbegf	6.3085	0.6798	0.6506	1.9333
ENSMUSG00000024487	Yipf5	11.433	8.6583	12.3342	9.9093
ENSMUSG00000024491	Rbm27	13.4686	7.3069	6.7533	4.3199
ENSMUSG00000024493	Lars	45.3424	33.2821	26.3711	18.7952
ENSMUSG00000024497	Pou4f3	0.1139	0	0.0186	0
ENSMUSG00000024498	Tcerg1	10.4548	16.4652	9.395	7.06
ENSMUSG00000024500	Ppp2r2b	0.0182	0.7203	3.8895	12.2133
ENSMUSG00000024501	Dpysl3	4.4379	16.2227	163.513	234.661
ENSMUSG00000024502	Jakmip2	0.0683	0.9201	7.5622	10.2992
ENSMUSG00000024503	Spink3	0.8912	0.709	0	0.2606
ENSMUSG00000024505	Dtwd2	7.6129	2.9945	2.588	1.5945
ENSMUSG00000024507	Hsd17b4	15.4598	15.0615	21.8881	15.8246
ENSMUSG00000024510	Ftmt	0	0	0	0
ENSMUSG00000024511	Rab27b	0.0481	0.0432	0.0406	0.1034
ENSMUSG00000024512	2310002L13Rik	0.1356	0	0	0
ENSMUSG00000024513	Mbd2	4.9067	9.221	14.301	12.5791
ENSMUSG00000024515	Smad4	11.3378	22.3599	24.023	19.282
ENSMUSG00000024516	Sec11c	6.5637	4.6428	6.0694	6.3051
ENSMUSG00000024517	Grp	0.0468	0.0881	0	0.0366
ENSMUSG00000024518	Rax	0.0851	0	0	0
ENSMUSG00000024519	Cplx4	0	0.0204	0	0.0149
ENSMUSG00000024521	Pmaip1	9.6384	0.8738	0.577	0.0497
ENSMUSG00000024524	Gnal	0.1627	0.256	0.4572	2.0134
ENSMUSG00000024525	Impa2	15.0694	1.8556	0.3044	0.5076
ENSMUSG00000024526	Cidea	0.9292	0.0325	0	0.0225
ENSMUSG00000024527	Afg3l2	15.0561	6.4193	5.9588	4.9397
ENSMUSG00000024528	Srfbp1	20.9255	10.503	5.991	5.0492
ENSMUSG00000024529	Lox	3.0158	0.051	0.01	0.0569
ENSMUSG00000024530	Slmo1	0.2858	1.8474	0.3789	0.4174
ENSMUSG00000024532	1700034E13Rik	0	0	0	0
ENSMUSG00000024533	Spire1	3.6476	6.7352	7.3556	7.3216
ENSMUSG00000024534	Sncaip	0.0267	1.1247	4.8182	1.8503
ENSMUSG00000024535	Snx24	0.9125	6.4261	3.1607	3.0897
ENSMUSG00000024537	Psmg2	11.3548	22.7837	6.5189	5.3964
ENSMUSG00000024538	Ppic	9.291	6.7302	9.6615	4.2499
ENSMUSG00000024539	Ptpn2	23.7795	13.0461	7.7241	6.0225
ENSMUSG00000024542	Cep192	16.2327	10.6945	4.169	1.8804
ENSMUSG00000024544	D18Ertd653e	0.6728	0.0152	0.2554	0.6861
ENSMUSG00000024546	4930546C10Rik	0	0	0	0
ENSMUSG00000024548	Setbp1	0.2016	3.4965	9.6689	5.1814
ENSMUSG00000024552	Slc14a2	0.0157	0	0	0
ENSMUSG00000024553	Galr1	0	0	0.0154	0.0455
ENSMUSG00000024556	Me2	21.3548	19.137	9.3613	6.4164
ENSMUSG00000024558	Mapk4	3.6009	1.7012	5.0312	10.3394
ENSMUSG00000024560	Cxxc1	5.783	7.8324	5.7205	4.779
ENSMUSG00000024561	Mbd1	2.2292	3.1707	4.9617	3.8597
ENSMUSG00000024563	Smad2	12.6049	14.6856	19.9397	22.885
ENSMUSG00000024565	Sall3	0.2415	2.5576	0.4193	0.2182
ENSMUSG00000024566	Atp9b	4.8809	6.3841	11.0317	9.6403
ENSMUSG00000024570	Rbfa	11.162	3.6618	3.6153	4.0967
ENSMUSG00000024571	Gm16286	42.5139	34.115	26.0463	27.284
ENSMUSG00000024575	Pde6a	0.0672	0	0.0176	0
ENSMUSG00000024576	Csnk1a1	138.903	106.703	157.933	147.832
ENSMUSG00000024578	Il17b	0.4736	0	0	0.0513
ENSMUSG00000024579	Pcyox1l	8.9362	5.3216	13.161	12.2632
ENSMUSG00000024580	Grpel2	7.4476	5.0019	6.1657	6.9231
ENSMUSG00000024581	Napg	6.8869	8.7074	12.4328	15.1724
ENSMUSG00000024583	Txnl1	32.8262	31.4203	20.2328	20.764
ENSMUSG00000024587	Nars	64.6782	48.681	24.024	16.7719
ENSMUSG00000024588	Fech	2.8512	2.9398	3.8088	3.3557
ENSMUSG00000024589	Nedd4l	2.2904	1.7367	4.8494	10.2813
ENSMUSG00000024590	Lmnb1	73.7296	56.897	39.4834	17.8878
ENSMUSG00000024592	C330018D20Rik	1.9983	1.793	2.614	2.3838
ENSMUSG00000024593	Megf10	0.0217	0.6977	0.2339	0.3918
ENSMUSG00000024594	Prrc1	11.3268	3.2553	3.5968	3.0693
ENSMUSG00000024597	Slc12a2	9.399	7.2544	7.0411	4.8263
ENSMUSG00000024598	Fbn2	0.0875	8.9068	1.5807	0.4502
ENSMUSG00000024600	Slc27a6	0.0373	0.0753	0.0445	0.2121
ENSMUSG00000024601	Isoc1	7.6164	21.6271	8.7607	7.9401
ENSMUSG00000024603	Dctn4	6.901	13.493	23.5448	23.4183
ENSMUSG00000024604	Rbm22	7.7514	17.782	14.622	11.4317
ENSMUSG00000024608	Rps14	516.162	402.65	354.772	270.099
ENSMUSG00000024610	Cd74	0.3566	0.7097	0	0
ENSMUSG00000024613	Tcof1	13.3694	12.1539	2.287	1.6434
ENSMUSG00000024614	Tmx3	18.0518	17.8436	14.9901	9.3684
ENSMUSG00000024617	Camk2a	0.1111	0.2455	1.5417	0.5649
ENSMUSG00000024619	Cdx1	1.8369	0.0536	0	0
ENSMUSG00000024620	Pdgfrb	0.3765	0.13	0.1979	0.1692
ENSMUSG00000024621	Csf1r	0.0264	0	0	0.0378
ENSMUSG00000024622	Hmgxb3	6.6905	6.0456	5.6572	5.8017
ENSMUSG00000024639	Gnaq	4.1119	7.6345	14.532	20.5076
ENSMUSG00000024640	Psat1	75.9637	138.605	42.3457	22.135
ENSMUSG00000024642	Tle4	24.0352	8.668	10.9679	14.4615
ENSMUSG00000024644	Cndp2	11.1631	8.1976	3.9008	2.7299
ENSMUSG00000024645	1700034H14Rik	8.0742	9.4205	7.3441	4.3653
ENSMUSG00000024646	Cyb5	15.6736	14.6161	14.6511	12.242
ENSMUSG00000024647	Cbln2	0.0277	0.0251	0.7524	7.4136
ENSMUSG00000024650	Slc22a6	0	0	0	0
ENSMUSG00000024653	Scgb1a1	0	0	0	0
ENSMUSG00000024654	Asrgl1	3.5566	3.2459	1.7784	2.3086
ENSMUSG00000024658	Gm9750	0	0	0	0
ENSMUSG00000024659	Anxa1	9.0462	0.6777	0	0.0579
ENSMUSG00000024660	Incenp	9.9692	12.4302	3.0001	0.8167
ENSMUSG00000024661	Fth1	48.1573	59.7671	52.5881	45.8584
ENSMUSG00000024663	Rab3il1	0.4936	0.3765	1.4388	2.9406
ENSMUSG00000024664	Fads3	0.3916	1.0399	1.0459	3.9816
ENSMUSG00000024665	Fads2	12.1021	28.4031	24.2825	33.5503
ENSMUSG00000024666	Tmem138	2.7645	6.5081	2.8087	1.7027
ENSMUSG00000024667	Tmem216	3.3329	9.8535	4.6244	3.9227
ENSMUSG00000024668	Sdhaf2	5.7825	5.6192	5.0679	5.2501
ENSMUSG00000024669	Cd5	0	0	0.0166	0
ENSMUSG00000024670	Cd6	0.2058	0	0	0.0109
ENSMUSG00000024671	Ms4a14	0	0	0	0
ENSMUSG00000024672	Ms4a7	0.0057	0	0	0
ENSMUSG00000024673	Ms4a1	0	0	0	0
ENSMUSG00000024675	Ms4a4c	0	0	0	0
ENSMUSG00000024677	Ms4a6b	0	0	0	0
ENSMUSG00000024678	Ms4a4d	0.0141	0.0575	0.0275	0
ENSMUSG00000024679	Ms4a6d	0.4005	0	0.0347	0
ENSMUSG00000024680	Ms4a2	0	0.0159	0	0
ENSMUSG00000024681	Ms4a3	0	0	0	0
ENSMUSG00000024682	Gif	0	0	0	0
ENSMUSG00000024683	Mrpl16	13.5325	10.7308	3.8788	2.844
ENSMUSG00000024687	Osbp	3.3545	4.408	7.5641	8.0178
ENSMUSG00000024691	Fam111a	6.1048	4.6266	1.7763	1.5592
ENSMUSG00000024694	Keg1	0.0072	0	0	0
ENSMUSG00000024695	Zfp91	10.4454	21.1019	24.069	18.1221
ENSMUSG00000024696	Lpxn	0.0128	0.0755	0.1934	0.0722
ENSMUSG00000024697	Gna14	0.183	0.0395	0.0382	0.1875
ENSMUSG00000024712	Rfk	10.8924	11.8142	17.8751	15.889
ENSMUSG00000024713	Pcsk5	0.1479	0.147	0.1801	0.3837
ENSMUSG00000024725	Ostf1	10.0601	1.1281	4.7396	10.4386
ENSMUSG00000024726	2410127L17Rik	5.5895	3.4312	0.9845	0.5605
ENSMUSG00000024727	Trpm6	0.0385	0.0156	0.0697	0.1404
ENSMUSG00000024728	1700025F22Rik	0	0	0	0
ENSMUSG00000024729	1700017D01Rik	0	0	0	0
ENSMUSG00000024730	Ms4a8a	0	0	0	0
ENSMUSG00000024731	Ms4a10	0.2904	0	0	0
ENSMUSG00000024732	Ccdc86	1.6068	4.5552	0.5989	0.3235
ENSMUSG00000024734	Zp1	0	0	0	0.0154
ENSMUSG00000024735	Prpf19	25.3839	58.1842	32.6555	34.3828
ENSMUSG00000024736	Tmem132a	2.603	16.7517	19.8286	25.6973
ENSMUSG00000024737	Slc15a3	0.0845	0	0	0
ENSMUSG00000024738	Pga5	0.1436	0	0.1831	1.6669
ENSMUSG00000024740	Ddb1	161.085	76.4624	95.76	77.1686
ENSMUSG00000024742	Fen1	26.2532	34.0816	7.7011	3.9889
ENSMUSG00000024743	Syt7	0.274	1.6423	4.3783	9.1965
ENSMUSG00000024747	Aldh1a7	0.0268	0.7186	0.4536	0.1975
ENSMUSG00000024749	Tmc1	0.0296	0.0498	0.0743	0.0159
ENSMUSG00000024750	Zfand5	18.4734	30.5653	110.35	54.2328
ENSMUSG00000024754	Tmem2	21.6889	11.9821	53.3662	27.948
ENSMUSG00000024757	Slc22a19	0	0	0	0
ENSMUSG00000024758	Rtn3	6.1257	42.126	22.6057	25.9484
ENSMUSG00000024759	Atl3	6.6281	2.4311	2.705	2.3009
ENSMUSG00000024761	Gm16437	0	0	0	0
ENSMUSG00000024764	Naa40	9.9339	16.1922	9.9673	8.1441
ENSMUSG00000024766	Lipo1	0.7584	0.7593	1.9685	2.1665
ENSMUSG00000024767	Otub1	23.6035	33.7463	50.5323	56.1034
ENSMUSG00000024768	Lipf	0	0	0	0
ENSMUSG00000024769	Cdc42bpg	3.6079	1.1178	0.9961	0.4785
ENSMUSG00000024770	Lipn	0	0	0	0
ENSMUSG00000024771	Lipk	0	0	0	0
ENSMUSG00000024772	Ehd1	19.5346	11.5976	15.7973	18.571
ENSMUSG00000024773	Atg2a	2.2624	2.4992	2.0033	1.5893
ENSMUSG00000024774	Ankrd22	0.0721	0	0	0
ENSMUSG00000024776	Stambpl1	1.4015	0.241	0.2543	1.829
ENSMUSG00000024777	Ppp2r5b	2.0604	3.1042	8.8208	18.7312
ENSMUSG00000024778	Fas	0.1241	0.1136	0.0857	0.0335
ENSMUSG00000024780	Cdc37l1	15.2193	13.0087	18.5634	19.4241
ENSMUSG00000024781	Lipa	2.4322	3.5134	5.8169	7.467
ENSMUSG00000024782	Ak3	1.8697	7.3882	8.0756	6.1082
ENSMUSG00000024784	Gpha2	0.1037	0.0995	0.0965	0
ENSMUSG00000024785	Rcl1	18.7648	14.7906	2.4762	1.099
ENSMUSG00000024786	1700123I01Rik	0.1233	0	0	0
ENSMUSG00000024787	Snx15	2.8154	2.4385	4.8616	6.3871
ENSMUSG00000024789	Jak2	1.6667	4.375	4.116	5.7215
ENSMUSG00000024790	Sac3d1	6.2309	16.0772	6.559	5.5213
ENSMUSG00000024791	Cdca5	15.8706	10.1356	1.4051	0.3378
ENSMUSG00000024792	Zfpl1	3.54	8.1302	6.1184	4.6953
ENSMUSG00000024793	Tnfrsf25	0.1628	0.1072	0	0.0202
ENSMUSG00000024795	Kif20b	23.3335	10.4828	2.8326	0.7181
ENSMUSG00000024797	1110014N23Rik	7.1887	11.8536	8.454	11.1791
ENSMUSG00000024798	Htr7	0	0.014	0.0277	0.0696
ENSMUSG00000024799	Tm7sf2	6.0597	11.6288	14.6641	26.4051
ENSMUSG00000024800	Rpp30	10.3921	15.5926	7.5163	5.2454
ENSMUSG00000024803	Ankrd1	0.845	0	0.037	0.0143
ENSMUSG00000024805	Pcgf5	4.8612	1.6033	0.583	0.5549
ENSMUSG00000024806	Mlana	0.7518	0	0	0
ENSMUSG00000024807	Syvn1	1.056	4.4394	3.0168	3.1207
ENSMUSG00000024810	Il33	0.0489	0.3375	0.2287	0.1014
ENSMUSG00000024811	Tnks2	98.7476	64.8671	95.6871	64.4832
ENSMUSG00000024812	Tjp2	20.5776	7.1063	5.6571	2.4259
ENSMUSG00000024815	Trpd52l3	0.0288	0	0	0
ENSMUSG00000024816	Frmd8	4.203	3.9798	1.9889	0.9042
ENSMUSG00000024817	Uhrf2	14.2175	37.666	26.2594	25.2835
ENSMUSG00000024818	Slc25a45	0.1585	0	0.0153	0.0328
ENSMUSG00000024824	Rad9	1.7336	5.7722	1.9971	1.4137
ENSMUSG00000024826	Dpf2	11.7347	24.0826	25.913	17.8737
ENSMUSG00000024827	Gldc	39.4627	8.3698	5.6396	1.6419
ENSMUSG00000024829	Mrpl21	26.7157	32.2567	16.6843	14.1123
ENSMUSG00000024830	Rps6kb2	1.3478	4.2586	2.7285	4.3856
ENSMUSG00000024831	Ighmbp2	2.2488	1.9286	2.3643	1.6631
ENSMUSG00000024833	Pola2	9.9604	17.3404	4.1131	1.5718
ENSMUSG00000024835	Coro1b	17.6725	20.8347	19.8367	10.3852
ENSMUSG00000024837	Dmrt1	7.2404	0.8058	0.0169	0.0535
ENSMUSG00000024841	Eif1ad	17.1958	13.5477	14.4852	8.9107
ENSMUSG00000024842	Cabp4	0.2179	0	0	0
ENSMUSG00000024843	Chka	19.504	17.6082	12.3686	13.3644
ENSMUSG00000024844	Banf1	21.295	63.456	21.0485	5.5499
ENSMUSG00000024845	Tmem134	4.9176	10.2954	6.2287	5.4403
ENSMUSG00000024846	Cst6	0.0051	0.0195	0	0.0913
ENSMUSG00000024847	Aip	4.9245	4.1399	3.1779	3.7437
ENSMUSG00000024851	Pitpnm1	0.4461	1.4815	1.2119	3.5476
ENSMUSG00000024853	Sf3b2	43.5015	43.3518	42.0202	36.9756
ENSMUSG00000024854	Pold4	0.5966	1.471	1.7628	1.6407
ENSMUSG00000024855	Pacs1	0.5618	3.0425	1.4888	2.3855
ENSMUSG00000024856	Cdk2ap2	4.1308	6.6578	3.7817	2.6943
ENSMUSG00000024857	Cabp2	0.0522	0	0	0
ENSMUSG00000024858	Adrbk1	6.4914	11.739	6.9488	9.0121
ENSMUSG00000024862	Klc2	2.8562	8.0704	12.0156	18.3839
ENSMUSG00000024863	Mbl2	0.0169	0.0664	0.0327	0.1241
ENSMUSG00000024866	Acy3	0.4578	0.3434	0.2026	0.1676
ENSMUSG00000024867	Pip5k1b	0.6561	2.0526	0.4775	0.4434
ENSMUSG00000024868	Dkk1	0.1408	0.0191	0	0.0137
